Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Url,SerializedViewModel,Mean,Error,StdDev,Median,Min,Op/s,ETW log file,ProcessRequest,WriteHtmlResponse,BuildView,BindableObject.GetValue,Lifecycle events,Deserialize,ResolveCommand,Serialize,Gen 0,Gen 1,Gen 2,Allocated
DotvvmSynthTestBenchmark,TestMininalPage,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,?,?,233.4971 us,5.3263 us,7.6389 us,231.7824 us,222.5747 us,4282.71,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.04 MB
DotvvmSynthTestBenchmark,Test1000Bindins,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,?,?,"8,072.6619 us",159.5957 us,163.8930 us,"8,073.1155 us","7,797.7231 us",123.87,-,98.8642%,61.92584%,15.45014%,10.5061%,21.59679%,0%,0%,0.7265742%,76.1719,-,-,4.12 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/,?,"3,153.5606 us",68.4360 us,81.4682 us,"3,120.6356 us","3,061.2193 us",317.1,-,99.55018%,17.01718%,1.109943%,5.812595%,68.35495%,0%,0%,15.31721%,14.3229,-,-,1.26 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/,?,"9,453.5915 us",185.0698 us,253.3256 us,"9,481.2483 us","8,945.2378 us",105.78,-,99.46252%,27.18998%,0.5981535%,2.847731%,38.68927%,0%,0%,33.71765%,122.2656,78.9063,19.1406,4.06 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/CascadeSelectors/CascadeSelectors,ukFnBhTpx2EgQ7PH_874551400,589.2779 us,4.8564 us,3.7916 us,588.9499 us,580.2461 us,1696.99,-,96.5155%,0%,15.03971%,2.498078%,2.305918%,23.48194%,4.970536%,16.62823%,-,-,-,0.1 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/CascadeSelectors/CascadeSelectors,?,535.6122 us,6.6542 us,6.2243 us,534.0064 us,528.6251 us,1867.02,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.12 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/CascadeSelectors/TripleComboBoxes,2XF9ZkvfKRH0S1K_1358883401,"2,102.2552 us",85.9205 us,243.7423 us,"2,062.8961 us","1,834.3211 us",475.68,-,97.31534%,0%,2.922156%,5.682238%,31.72008%,26.13894%,4.812491%,14.11974%,7.5391,-,-,0.49 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/CascadeSelectors/TripleComboBoxes,XQy8x61tpcSPhG_1806552526,"2,151.9314 us",97.5294 us,282.9506 us,"2,067.7213 us","1,847.9697 us",464.7,-,96.49205%,0%,2.79306%,5.642041%,32.05217%,26.20761%,4.172964%,14.20108%,7.5000,-,-,0.49 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/CascadeSelectors/TripleComboBoxes,?,"2,340.9831 us",241.3157 us,707.7372 us,"2,166.0564 us","1,557.1252 us",427.17,-,97.2235%,36.96218%,4.767008%,7.63538%,37.98806%,0%,0%,17.52667%,2.3777,-,-,0.55 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ChangedEvent/ChangedEvent,1Buw8PhhgoeNRczc_870549926,770.5471 us,2.8553 us,2.5312 us,770.4703 us,766.0373 us,1297.78,-,98.60107%,0%,15.24553%,4.710697%,20.83175%,13.66578%,7.213552%,17.02512%,-,-,-,0.16 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ChangedEvent/ChangedEvent,2G8m779kCvlVdLh_1780071402,756.8732 us,3.7170 us,3.1038 us,756.1017 us,753.3821 us,1321.23,-,98.18457%,0%,14.77874%,4.576399%,20.58434%,13.34153%,6.070348%,16.68873%,-,-,-,0.16 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ChangedEvent/ChangedEvent,6srrt6rJ5xyQDjAZ_1458075177,746.3962 us,5.2084 us,4.6171 us,747.6270 us,738.2098 us,1339.77,-,98.13623%,0%,15.43046%,4.446547%,20.66225%,13.99243%,4.701987%,17.58751%,-,-,-,0.16 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ChangedEvent/ChangedEvent,6srrt6rJ5xyQDjAZ_1458075177,743.6880 us,5.6186 us,5.2556 us,741.9614 us,735.4894 us,1344.65,-,98.18562%,0%,14.79054%,4.331718%,21.91508%,14.79054%,5.243659%,16.80441%,-,-,-,0.16 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ChangedEvent/ChangedEvent,?,796.9164 us,11.5827 us,10.8345 us,791.8492 us,786.4792 us,1254.84,-,98.50907%,47.99713%,11.46039%,5.676307%,18.97791%,0%,0%,15.63679%,-,-,-,0.23 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/DataTemplate/EmptyDataTemplateRepeaterGridView,?,"1,021.5512 us",9.2820 us,8.2282 us,"1,021.1690 us","1,010.3680 us",978.9,-,98.4741%,49.27052%,10.29313%,13.27801%,32.15099%,0%,0%,4.952483%,-,-,-,0.27 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/FileUploadInRepeater/FileUploadInRepeater,_930884189,727.2074 us,6.6672 us,6.2365 us,725.6375 us,720.5900 us,1375.12,-,96.21573%,0%,8.710767%,2.940008%,23.92729%,27.31426%,0.3972984%,14.37227%,-,-,-,0.15 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/FileUploadInRepeater/FileUploadInRepeater,?,731.6114 us,8.8773 us,8.3038 us,730.5621 us,722.3949 us,1366.85,-,96.23908%,44.43059%,5.98676%,4.729924%,25.25185%,0%,0%,14.51597%,-,-,-,0.21 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSet,DataPagerGoToFirstPage_602065308,"1,913.0743 us",143.1861 us,408.5179 us,"1,870.8938 us","1,334.6441 us",522.72,-,97.03809%,0%,4.928592%,3.524194%,19.10456%,10.61746%,6.277554%,9.271139%,-,-,-,0.18 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSet,DataPagerGoToLastPage_1995928416,"1,972.0539 us",159.9282 us,453.6896 us,"1,908.3121 us","1,337.4733 us",507.09,-,100%,0%,5.306471%,3.66476%,19.40753%,11.0083%,6.793966%,9.335745%,1.3672,-,-,0.18 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSet,DataPagerGoToNextPage_1536854469,"1,848.8583 us",205.5904 us,596.4551 us,"1,538.9935 us","1,324.3386 us",540.87,-,97.8101%,0%,5.596231%,3.746798%,19.57359%,10.88836%,6.647384%,8.944715%,0.7765,-,-,0.18 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSet,DataPagerGoToPrevPage_272692495,"2,116.3580 us",192.1906 us,563.6619 us,"2,037.2181 us","1,346.8076 us",472.51,-,100%,0%,4.41281%,3.713329%,19.75227%,11.03655%,6.476346%,9.492779%,1.3086,-,-,0.18 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSet,?,"1,875.3807 us",170.9617 us,498.7034 us,"1,836.7575 us","1,290.0049 us",533.23,-,97.84592%,34.17427%,5.045604%,4.96798%,16.92218%,0%,0%,9.1209%,-,-,-,0.25 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToFirstPage_-84890464,"2,316.3330 us",46.1830 us,58.4067 us,"2,303.4116 us","2,254.7309 us",431.72,-,96.34779%,0%,1.839937%,4.53725%,27.7781%,6.752744%,18.85936%,5.870622%,5.6641,-,-,0.39 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToFirstPage_-84890464,"2,317.6014 us",54.6855 us,65.0991 us,"2,287.9227 us","2,261.6963 us",431.48,-,100%,0%,1.810317%,4.616159%,29.53838%,6.798317%,19.07795%,5.817605%,5.3125,-,-,0.39 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToLastPage_-677512248,"2,326.1642 us",46.1257 us,78.3249 us,"2,294.7719 us","2,246.9088 us",429.89,-,100%,0%,1.953195%,4.463805%,28.69119%,6.872796%,20.22685%,5.892462%,3.7891,-,-,0.38 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToLastPage_-677512248,"2,263.5611 us",43.8544 us,41.0214 us,"2,252.0644 us","2,216.0838 us",441.78,-,96.89526%,0%,1.863427%,4.280173%,27.82112%,6.75108%,19.46132%,5.653224%,5.0781,-,-,0.38 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToNextPage_-2130229569,"2,406.1845 us",58.3095 us,64.8108 us,"2,379.3613 us","2,347.8570 us",415.6,-,96.96236%,0%,1.83637%,4.502919%,29.83954%,6.449295%,18.71425%,5.547244%,5.3906,-,-,0.4 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToNextPage_-2130229569,"2,419.5092 us",47.1624 us,70.5904 us,"2,386.1368 us","2,343.8977 us",413.31,-,100%,0%,1.748489%,4.72277%,30.92852%,6.770383%,19.43691%,5.723449%,5.0781,-,-,0.4 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToPrevPage_621710457,"2,026.1339 us",55.5764 us,154.0018 us,"1,955.5576 us","1,883.7410 us",493.55,-,100%,0%,2.40747%,5.899104%,35.45462%,8.866824%,24.53101%,7.486902%,7.0117,1.5234,-,0.38 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,DataPagerGoToPrevPage_621710457,"2,088.3138 us",71.2434 us,204.4107 us,"1,996.7659 us","1,900.7868 us",478.86,-,100%,0%,2.630139%,5.778732%,35.56116%,8.671464%,24.56003%,7.222152%,7.1875,1.7773,-,0.38 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,Ou1FLioZ9E7gblS_-1568914769,"2,146.7831 us",69.6567 us,203.1918 us,"2,096.8918 us","1,895.2002 us",465.81,-,100%,0%,2.862402%,5.68529%,35.02058%,8.486011%,25.29226%,7.005657%,6.9141,1.4063,-,0.38 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,c33a1a1a1a1sortBinding_1679322927,"2,635.3250 us",38.2755 us,31.9618 us,"2,620.4529 us","2,593.0971 us",379.46,-,96.43983%,0%,1.540115%,3.782235%,24.3159%,5.888252%,17.15258%,5.017908%,-,-,-,0.41 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,c33a1a1a2a1sortBinding_-1481475126,"2,704.9326 us",52.5634 us,87.8217 us,"2,676.1843 us","2,612.6508 us",369.69,-,96.64076%,0%,1.62034%,3.642472%,24.36438%,5.947833%,17.06626%,4.986168%,-,-,-,0.41 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/GridViewDataSet/GridViewDataSetDelegate,?,"2,131.6582 us",41.6179 us,63.5549 us,"2,105.2758 us","2,080.4770 us",469.12,-,96.48789%,37.40789%,1.895511%,5.791994%,50.39756%,0%,0%,6.041768%,6.0156,-,-,0.47 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/InvoiceCalculator/InvoiceCalculator,IGNzp5OwDbrbIJPX_-746148845,956.2261 us,5.2826 us,4.9414 us,955.9447 us,948.4264 us,1045.78,-,98.07325%,0%,15.14642%,4.304611%,17.63132%,16.29329%,8.295741%,16.36975%,-,-,-,0.21 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/InvoiceCalculator/InvoiceCalculator,MO6zOThyWJn85B_722336673,877.8351 us,6.6028 us,6.1763 us,879.2385 us,865.7671 us,1139.17,-,97.05622%,0%,14.75911%,4.254806%,15.59559%,17.83962%,10.11823%,15.20952%,-,-,-,0.19 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/InvoiceCalculator/InvoiceCalculator,?,887.9843 us,9.1649 us,8.5729 us,884.1577 us,878.4021 us,1126.15,-,97.53379%,51.65599%,13.75385%,5.430401%,15.69046%,0%,0%,14.7103%,-,-,-,0.26 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/NamespaceCollision/NamespaceCollision,?,334.6384 us,3.4870 us,4.1511 us,334.5351 us,323.3681 us,2988.3,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.05 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/RedirectAndUrl/ScrollingPage,C4oKD1e5355d28C_-291833430,786.2187 us,2.4005 us,2.0045 us,786.2425 us,781.5449 us,1271.91,-,95.74605%,0%,39.45241%,8.811099%,11.69607%,4.621462%,13.68982%,4.731716%,-,-,-,0.23 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/RedirectAndUrl/ScrollingPage,bhimdhApDXAuMYAo_1133337000,988.4403 us,6.1619 us,5.4624 us,986.7292 us,977.6669 us,1011.69,-,98.70425%,0%,33.23366%,8.885092%,9.639755%,3.944184%,31.65314%,3.203759%,-,-,-,0.29 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/RedirectAndUrl/ScrollingPage,q5HjZuK4tvxSXg_307246609,793.3319 us,3.5120 us,2.7419 us,793.9122 us,788.7206 us,1260.51,-,96.84594%,0%,40.82954%,8.185962%,12.61623%,4.84959%,12.84412%,4.621696%,-,-,-,0.23 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/RedirectAndUrl/ScrollingPage,tSgGO61yPwYJ0SD_-664047757,839.6743 us,15.0560 us,14.0833 us,840.9276 us,817.8741 us,1190.94,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.21 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/RedirectAndUrl/ScrollingPage,wuGtBBJTVUmkBUBc_-1947219683,816.3771 us,15.9853 us,20.7854 us,808.4141 us,799.1843 us,1224.92,-,92.6607%,0%,33.5896%,6.546722%,6.308948%,4.105572%,10.9297%,0%,-,-,-,0.21 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/RedirectAndUrl/ScrollingPage,?,"1,006.9741 us",8.7029 us,7.7149 us,"1,004.3600 us",998.3512 us,993.07,-,98.71029%,57.07304%,30.50502%,6.353516%,8.308444%,0%,0%,3.163182%,-,-,-,0.36 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/SPA/default,?,409.6438 us,3.3251 us,3.1103 us,409.4554 us,405.0587 us,2441.15,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.08 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/SPA/test,?,417.3161 us,9.6092 us,8.0241 us,414.2914 us,410.5486 us,2396.27,-,0%,0%,0%,0%,0%,0%,0%,0%,0.1976,-,-,0.08 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/SPAViewModelReapplication/pageA,arzE8UFynOu2fU7H_1072575450,642.7164 us,6.0469 us,5.6562 us,643.6884 us,633.8788 us,1555.9,-,91.69778%,0%,14.07%,3.80429%,19.00011%,13.26966%,5.597054%,10.38843%,-,-,-,0.11 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/SPAViewModelReapplication/pageA,?,687.9430 us,6.7643 us,6.3274 us,685.9663 us,680.7183 us,1453.61,-,93.77038%,44.57697%,15.39386%,4.779475%,17.83079%,0%,0%,9.593273%,-,-,-,0.15 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/SPAViewModelReapplication/pageB,vBeo08w2doFTBNc_-399378421,650.6995 us,7.5051 us,6.2671 us,653.0050 us,638.7807 us,1536.81,-,90.56614%,0%,13.26201%,3.543965%,18.78413%,13.05583%,6.07935%,10.08581%,-,-,-,0.11 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/SPAViewModelReapplication/pageB,?,685.0144 us,3.3290 us,3.1139 us,684.3070 us,679.5384 us,1459.82,-,100%,49.32697%,13.51043%,5.028132%,19.62823%,0%,0%,10.75422%,-,-,-,0.15 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ServerRendering/AddingIntoEmptyRepeater,e6dM1uGkw9mNZJQU_-100031122,"1,049.5770 us",6.0250 us,4.3565 us,"1,048.1442 us","1,041.7454 us",952.76,-,100%,0%,5.978576%,4.806022%,10.0029%,8.888246%,3.590041%,36.84135%,-,-,-,0.13 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ServerRendering/AddingIntoEmptyRepeater,qpRWPRSFDy2DmVH_-1874759745,"1,770.6886 us",149.8457 us,432.3392 us,"1,681.0109 us","1,242.6229 us",564.75,-,100%,0%,4.769405%,5.502033%,12.98216%,6.69988%,2.461629%,33.66423%,-,-,-,0.21 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ServerRendering/AddingIntoEmptyRepeater,?,904.0495 us,8.4803 us,7.9324 us,904.2115 us,893.8485 us,1106.13,-,100%,29.6274%,10.28981%,4.174573%,12.19596%,0%,0%,42.87563%,-,-,-,0.13 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ServerRendering/ControlUsageSample,QeAle0B0EbnVD4Ji_754025941,"1,127.9015 us",11.5653 us,10.8182 us,"1,123.7166 us","1,115.9660 us",886.6,-,100%,0%,9.225917%,2.865028%,2.089631%,14.14115%,2.549612%,40.33382%,-,-,-,0.15 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/ComplexSamples/ServerRendering/ControlUsageSample,?,888.0376 us,4.7695 us,4.4614 us,887.4486 us,879.3481 us,1126.08,-,96.87235%,29.14901%,11.44262%,3.373453%,2.441092%,0%,0%,48.95745%,-,-,-,0.13 MB
